COMPLETE EMPLOYER LANDSCAPE REVIEW
landscape_entries=2367
source_observations=2334
matched_companies=23
matched_roles=24
company_resonators=18

EMPLOYERS
1finity | RF | jobs=10 |  | employers/1finity.html
Otzi | Unresolved | jobs=0 |  | employers/otzi.html
Ovum | Unresolved | jobs=0 |  | employers/ovum.html
OX. Digital Health | Unresolved | jobs=0 |  | employers/ox-digital-health.html
OxBrdgRbtx | Unresolved | jobs=0 |  | employers/oxbrdgrbtx.html
Oxford Instruments | ADJ | jobs=0 |  | employers/oxford-instruments.html
Oxford Quantum Circuits (OQC) | RF | jobs=0 | Resonator | employers/oxford-quantum-circuits-oqc.html
Oxford Space Systems | ADJ | jobs=0 |  | employers/oxford-space-systems.html
Oxfordshire County Council | Unresolved | jobs=0 |  | employers/oxfordshire-county-council.html
Oxido | Unresolved | jobs=0 |  | employers/oxido.html
OxTS | ADJ | jobs=0 |  | employers/oxts.html
P2ML | Unresolved | jobs=0 |  | employers/p2ml.html
P3 communications | Unresolved | jobs=0 |  | employers/p3-communications.html
PA Consulting | ADJ | jobs=8 |  | employers/pa-consulting.html
Palma Ceia SemiDesign | RF | jobs=0 |  | employers/palma-ceia-semidesign.html
Panorama Antennas | RF | jobs=0 |  | employers/panorama-antennas.html
Papaya Research Ltd | Unresolved | jobs=0 |  | employers/papaya-research-ltd.html
Paradigm Communication Systems Ltd | RF | jobs=0 |  | employers/paradigm-communication-systems-ltd.html
Parallel Wireless | RF | jobs=35 |  | employers/parallel-wireless.html
Paremus | Unresolved | jobs=0 |  | employers/paremus.html
Parhelion-GCA | Unresolved | jobs=0 |  | employers/parhelion-gca.html
Parking Dome | ADJ | jobs=0 |  | employers/parking-dome.html
Parkwood Leisure | Unresolved | jobs=0 |  | employers/parkwood-leisure.html
Partner Electronics | ADJ | jobs=0 |  | employers/partner-electronics.html
Pashoma | Unresolved | jobs=0 |  | employers/pashoma.html
Passenger | Unresolved | jobs=0 |  | employers/passenger.html
PCE Technology Ltd | RF | jobs=0 |  | employers/pce-technology-ltd.html
PCSL | Unresolved | jobs=0 |  | employers/pcsl.html
PD Ports | Unresolved | jobs=0 |  | employers/pd-ports.html
Peira Consulting | Unresolved | jobs=0 |  | employers/peira-consulting.html
Peloton Events | Unresolved | jobs=0 |  | employers/peloton-events.html
PEM | Unresolved | jobs=13 |  | employers/pem.html
Pendragon Management | Unresolved | jobs=0 |  | employers/pendragon-management.html
Penta Consulting | Unresolved | jobs=0 |  | employers/penta-consulting.html
Peregrine Semiconductor Ltd | Unresolved | jobs=0 |  | employers/peregrine-semiconductor-ltd.html
Perform Green | Unresolved | jobs=0 |  | employers/perform-green.html
Permaculture | Unresolved | jobs=0 |  | employers/permaculture.html
Perspecta Labs | Unresolved | jobs=0 |  | employers/perspecta-labs.html
Perth and Kinross Council | Unresolved | jobs=0 |  | employers/perth-and-kinross-council.html
PFO Instruments (trading as PE Fiberoptics) | ADJ | jobs=0 |  | employers/pfo-instruments-trading-as-pe-fiberoptics.html
Pharrowtech | Unresolved | jobs=0 |  | employers/pharrowtech.html
Pickering Interfaces | ADJ | jobs=0 |  | employers/pickering-interfaces.html
Pico Services Ltd | Unresolved | jobs=0 |  | employers/pico-services-ltd.html
Picocom | RF | jobs=0 |  | employers/picocom.html
Pilbrow & Partners | Unresolved | jobs=0 |  | employers/pilbrow-partners.html
Pivot Power | Unresolved | jobs=0 |  | employers/pivot-power.html
Plancast Limited | Unresolved | jobs=0 |  | employers/plancast-limited.html
Plessey | ADJ | jobs=22 |  | employers/plessey.html
Plexal | ADJ | jobs=0 |  | employers/plexal.html
Plextek | RF | jobs=14 | Resonator | employers/plextek.html
Plinx | Unresolved | jobs=0 |  | employers/plinx.html
Plum Consulting | Unresolved | jobs=0 |  | employers/plum-consulting.html
Plum Consulting London LLP | Unresolved | jobs=0 |  | employers/plum-consulting-london-llp.html
Plymouth City Council | Unresolved | jobs=0 |  | employers/plymouth-city-council.html
PNO Consultants | Unresolved | jobs=0 |  | employers/pno-consultants.html
PolicyTracker | Unresolved | jobs=0 |  | employers/policytracker.html
PolyChord Ltd | Unresolved | jobs=0 |  | employers/polychord-ltd.html
Polysolar | Unresolved | jobs=0 |  | employers/polysolar.html
POLYTRADE GLOBAL SRL | Unresolved | jobs=0 |  | employers/polytrade-global-srl.html
Poplar | Unresolved | jobs=0 |  | employers/poplar.html
Portsmouth City Council | Unresolved | jobs=0 |  | employers/portsmouth-city-council.html
Potter Clarkson LLP | Unresolved | jobs=0 |  | employers/potter-clarkson-llp.html
Power Networks Demonstration Centre | Unresolved | jobs=0 |  | employers/power-networks-demonstration-centre.html
Powys County Council | Unresolved | jobs=0 |  | employers/powys-county-council.html
PPM Pulse Power & Measurement | Unresolved | jobs=0 |  | employers/ppm-pulse-power-measurement.html
PQMS Training | Unresolved | jobs=0 |  | employers/pqms-training.html
Pragmatic Design Solutions Limited | ADJ | jobs=0 | Matched | employers/pragmatic-design-solutions-limited.html
Pragmatic Semiconductor | ADJ | jobs=0 |  | employers/pragmatic-semiconductor.html
Pramac Generac UK | Unresolved | jobs=0 |  | employers/pramac-generac-uk.html
Precision Decisions | Unresolved | jobs=0 |  | employers/precision-decisions.html
Precision Optical Transceivers | RF | jobs=0 |  | employers/precision-optical-transceivers.html
Predixus Ltd. | Unresolved | jobs=0 |  | employers/predixus-ltd.html
PRFI | Unresolved | jobs=0 |  | employers/prfi.html
Priory Consulting Services | Unresolved | jobs=0 |  | employers/priory-consulting-services.html
Pro-Manchester | Unresolved | jobs=0 |  | employers/pro-manchester.html
Proactive PR International | Unresolved | jobs=0 |  | employers/proactive-pr-international.html
Procellia Ltd | Unresolved | jobs=0 |  | employers/procellia-ltd.html
Procul-iot | Unresolved | jobs=0 |  | employers/procul-iot.html
Progen Power Ltd | Unresolved | jobs=0 |  | employers/progen-power-ltd.html
Project Cambridge | Unresolved | jobs=0 |  | employers/project-cambridge.html
Proximity Data Centres Limited | Unresolved | jobs=0 |  | employers/proximity-data-centres-limited.html
Proximus | RF | jobs=50 |  | employers/proximus.html
Prudentia Health Group | Unresolved | jobs=0 |  | employers/prudentia-health-group.html
PSC Systems | Unresolved | jobs=0 |  | employers/psc-systems.html
pSemi Corporation | RF | jobs=12 |  | employers/psemi-corporation.html
PSUCHORAB | Unresolved | jobs=0 |  | employers/psuchorab.html
PTS Consulting | Unresolved | jobs=0 |  | employers/pts-consulting.html
PTT | Unresolved | jobs=0 |  | employers/ptt.html
Public Health England | Unresolved | jobs=0 |  | employers/public-health-england.html
Publica Group | Unresolved | jobs=0 |  | employers/publica-group.html
Pulse | Unresolved | jobs=0 |  | employers/pulse.html
Pumpkin PR | Unresolved | jobs=0 |  | employers/pumpkin-pr.html
Purcell Radio Systems Ltd | ADJ | jobs=0 |  | employers/purcell-radio-systems-ltd.html
Pure Leapfrog | Unresolved | jobs=0 |  | employers/pure-leapfrog.html
Push | Unresolved | jobs=0 |  | employers/push.html
PwC | Unresolved | jobs=0 |  | employers/pwc.html
QA | Unresolved | jobs=0 |  | employers/qa.html
Qi Managed Services Ltd | Unresolved | jobs=0 |  | employers/qi-managed-services-ltd.html
QinetiQ | ADJ | jobs=4 |  | employers/qinetiq.html
QinetiQ Advanced Services and Products | Unresolved | jobs=0 |  | employers/qinetiq-advanced-services-and-products.html
QIO Technologies Ltd | ADJ | jobs=1 |  | employers/qio-technologies-ltd.html
Qorvo | RF | jobs=1 |  | employers/qorvo.html
Qrispy | Unresolved | jobs=0 |  | employers/qrispy.html
Quadified Technologies | Unresolved | jobs=0 |  | employers/quadified-technologies.html
Qualcomm | RF | jobs=0 |  | employers/qualcomm.html
qualcomm india | Unresolved | jobs=0 |  | employers/qualcomm-india.html
Qualitest | ADJ | jobs=0 |  | employers/qualitest.html
Quanta Dialysis Technologies | ADJ | jobs=0 |  | employers/quanta-dialysis-technologies.html
Quantum Motion | ADJ | jobs=17 |  | employers/quantum-motion.html
Quectel Wireless Solutions Co Ltd | RF | jobs=9 |  | employers/quectel-wireless-solutions-co-ltd.html
Queen Mary University of London | Unresolved | jobs=0 |  | employers/queen-mary-university-of-london.html
Queen's University Belfast | Unresolved | jobs=0 |  | employers/queen-s-university-belfast.html
Quell | RF | jobs=0 |  | employers/quell.html
Quickline | RF | jobs=10 |  | employers/quickline.html
Quixoticity | Unresolved | jobs=0 |  | employers/quixoticity.html
Quortus Limited | Unresolved | jobs=0 |  | employers/quortus-limited.html
R-P-R | ADJ | jobs=1 |  | employers/r-p-r.html
R3 | Unresolved | jobs=0 |  | employers/r3.html
Raconteur | Unresolved | jobs=0 |  | employers/raconteur.html
Radfield Home Care | Unresolved | jobs=0 |  | employers/radfield-home-care.html
Radian | Unresolved | jobs=0 |  | employers/radian.html
Radio Design | RF | jobs=0 |  | employers/radio-design.html
Radiocoms Systems Ltd | RF | jobs=0 |  | employers/radiocoms-systems-ltd.html
Radisys Corporation | RF | jobs=0 |  | employers/radisys-corporation.html
Railean | Unresolved | jobs=0 |  | employers/railean.html
Rain Networks | Unresolved | jobs=0 |  | employers/rain-networks.html
Rainford Solutions | Unresolved | jobs=0 |  | employers/rainford-solutions.html
Rakuten Symphony | RF | jobs=29 |  | employers/rakuten-symphony.html
RAL Group | Unresolved | jobs=0 |  | employers/ral-group.html
Ranlytics | RF | jobs=1 |  | employers/ranlytics.html
Ranplan Wireless | RF | jobs=0 |  | employers/ranplan-wireless.html
Ransemi | RF | jobs=0 |  | employers/ransemi.html
Raspberry Pi | ADJ | jobs=4 |  | employers/raspberry-pi.html
Ravensbourne University London | Unresolved | jobs=0 |  | employers/ravensbourne-university-london.html
Raytheon UK | ADJ | jobs=4 |  | employers/raytheon-uk.html
rbl brand agency | Unresolved | jobs=1 |  | employers/rbl-brand-agency.html
RBSL | ADJ | jobs=1 |  | employers/rbsl.html
rcm2 | Unresolved | jobs=0 |  | employers/rcm2.html
RCS | Unresolved | jobs=0 |  | employers/rcs.html
RDECOM-ATL | Unresolved | jobs=0 |  | employers/rdecom-atl.html
RDesign | Unresolved | jobs=0 |  | employers/rdesign.html
RDS Driving Services Ltd | Unresolved | jobs=0 |  | employers/rds-driving-services-ltd.html
reachAI | Unresolved | jobs=0 |  | employers/reachai.html
Reading Borough Council | Unresolved | jobs=0 |  | employers/reading-borough-council.html
Real Wireless | RF | jobs=0 |  | employers/real-wireless.html
Reality Theory | Unresolved | jobs=0 |  | employers/reality-theory.html
Red Bee Media | Unresolved | jobs=0 |  | employers/red-bee-media.html
Red Embedded Consulting Ltd. | Unresolved | jobs=0 |  | employers/red-embedded-consulting-ltd.html
Red Hat | ADJ | jobs=50 |  | employers/red-hat.html
Red Kite Management Consulting | Unresolved | jobs=0 |  | employers/red-kite-management-consulting.html
Redbridgedtx Limited | Unresolved | jobs=0 |  | employers/redbridgedtx-limited.html
Redsan | Unresolved | jobs=0 |  | employers/redsan.html
Redscan | Unresolved | jobs=0 |  | employers/redscan.html
Redtail Telematics | RF | jobs=0 |  | employers/redtail-telematics.html
Reece Innovation | Unresolved | jobs=0 |  | employers/reece-innovation.html
Reed Mobility | ADJ | jobs=0 |  | employers/reed-mobility.html
Renesas | ADJ | jobs=8 |  | employers/renesas.html
Renfrew Group International | ADJ | jobs=2 |  | employers/renfrew-group-international.html
Renishaw | ADJ | jobs=9 |  | employers/renishaw.html
RentalTec | Unresolved | jobs=0 |  | employers/rentaltec.html
Reply | Unresolved | jobs=0 |  | employers/reply.html
RF Channel LTD | Unresolved | jobs=0 |  | employers/rf-channel-ltd.html
rfi rome | Unresolved | jobs=0 |  | employers/rfi-rome.html
RFMW | RF | jobs=6 |  | employers/rfmw.html
Rhondda Cynon Taf County Borough Council | Unresolved | jobs=0 |  | employers/rhondda-cynon-taf-county-borough-council.html
Ricardo | ADJ | jobs=0 |  | employers/ricardo.html
Richard Huish Sixth Form College | Unresolved | jobs=0 |  | employers/richard-huish-sixth-form-college.html
Richardson | Unresolved | jobs=0 |  | employers/richardson.html
Richardson RFPD | RF | jobs=0 |  | employers/richardson-rfpd.html
RideCommerce | Unresolved | jobs=0 |  | employers/ridecommerce.html
Riello UPS | Unresolved | jobs=0 |  | employers/riello-ups.html
Ripcord Designs | ADJ | jobs=1 |  | employers/ripcord-designs.html
Rippla | Unresolved | jobs=0 |  | employers/rippla.html
Rivos Systems UK | ADJ | jobs=0 |  | employers/rivos-systems-uk.html
RMSI | Unresolved | jobs=0 |  | employers/rmsi.html
Robert Gordon University | Unresolved | jobs=0 |  | employers/robert-gordon-university.html
Robin Hoods Bay Cottages | Unresolved | jobs=0 |  | employers/robin-hoods-bay-cottages.html
Robin.io | Unresolved | jobs=0 |  | employers/robin-io.html
Robotics & Innovation | Unresolved | jobs=0 |  | employers/robotics-innovation.html
Robotics for Good C.I.C | Unresolved | jobs=0 |  | employers/robotics-for-good-c-i-c.html
ROC Friese Poort | Unresolved | jobs=0 |  | employers/roc-friese-poort.html
RockwonIT | Unresolved | jobs=0 |  | employers/rockwonit.html
Rohde & Schwarz | RF | jobs=1 |  | employers/rohde-schwarz.html
Rohill Engineering B.V. | RF | jobs=0 | Resonator | employers/rohill-engineering-b-v.html
Roke | RF | jobs=0 |  | employers/roke.html
Roke Research | Unresolved | jobs=0 |  | employers/roke-research.html
Roku | ADJ | jobs=38 |  | employers/roku.html
Rolls Royce | ADJ | jobs=0 |  | employers/rolls-royce.html
Room One | Unresolved | jobs=0 |  | employers/room-one.html
Root21 | Unresolved | jobs=0 |  | employers/root21.html
Rosetta Life | Unresolved | jobs=0 |  | employers/rosetta-life.html
Roverlead AI | Unresolved | jobs=0 |  | employers/roverlead-ai.html
Rowden | RF | jobs=0 |  | employers/rowden.html
Royal Borough of Kensington and Chelsea | Unresolved | jobs=0 |  | employers/royal-borough-of-kensington-and-chelsea.html
Royal Borough of Windsor & Maidenhead | Unresolved | jobs=0 |  | employers/royal-borough-of-windsor-maidenhead.html
Royal Botanic Gardens, Kew | Unresolved | jobs=0 |  | employers/royal-botanic-gardens-kew.html
Royal Holloway University | Unresolved | jobs=0 |  | employers/royal-holloway-university.html
Royal Institute of Navigation | Unresolved | jobs=0 |  | employers/royal-institute-of-navigation.html
Royal Liverpool and Broadgreen University Hospital Trust | Unresolved | jobs=0 |  | employers/royal-liverpool-and-broadgreen-university-hospital-trust.html
RPC | Unresolved | jobs=0 |  | employers/rpc.html
RPPtv | Unresolved | jobs=0 |  | employers/rpptv.html
RS Components | ADJ | jobs=8 |  | employers/rs-components.html
RSSB Rail Safety & Standards Board | Unresolved | jobs=0 |  | employers/rssb-rail-safety-standards-board.html
RT Hughes Consultancy Ltd | Unresolved | jobs=0 |  | employers/rt-hughes-consultancy-ltd.html
RTACS Ltd | Unresolved | jobs=0 |  | employers/rtacs-ltd.html
RTT | Unresolved | jobs=0 |  | employers/rtt.html
RTT Online | RF | jobs=0 |  | employers/rtt-online.html
Rubicom Ltd | Unresolved | jobs=0 |  | employers/rubicom-ltd.html
Runna | Unresolved | jobs=11 |  | employers/runna.html
Rural Communications Ltd | Unresolved | jobs=0 |  | employers/rural-communications-ltd.html
Rural First | Unresolved | jobs=0 |  | employers/rural-first.html
Ruralstrategy | Unresolved | jobs=0 |  | employers/ruralstrategy.html
Rushmere Technology Limited | Unresolved | jobs=0 |  | employers/rushmere-technology-limited.html
S.G. Analytics | Unresolved | jobs=0 |  | employers/s-g-analytics.html
Saab UK | RF | jobs=0 |  | employers/saab-uk.html
Safecast | Unresolved | jobs=0 |  | employers/safecast.html
SafeNetics | Unresolved | jobs=0 |  | employers/safenetics.html
Safenetics Ltd | Unresolved | jobs=0 |  | employers/safenetics-ltd.html
Sagentia | Unresolved | jobs=0 |  | employers/sagentia.html
Salesforce | ADJ | jobs=50 |  | employers/salesforce.html
Salford City College | Unresolved | jobs=0 |  | employers/salford-city-college.html
Salford City Council | Unresolved | jobs=0 |  | employers/salford-city-council.html
Salience Labs | ADJ | jobs=0 |  | employers/salience-labs.html
Salsa Sound | Unresolved | jobs=0 |  | employers/salsa-sound.html
Sampson Ltd | Unresolved | jobs=0 |  | employers/sampson-ltd.html
Samsung Electronics | ADJ | jobs=50 |  | employers/samsung-electronics.html
Sandwell Metropolitan Borough Council | Unresolved | jobs=0 |  | employers/sandwell-metropolitan-borough-council.html
Sanmina | ADJ | jobs=2 |  | employers/sanmina.html
SapCode | Unresolved | jobs=0 |  | employers/sapcode.html
Sapere Software | Unresolved | jobs=0 |  | employers/sapere-software.html
Sapttech Labs | Unresolved | jobs=0 |  | employers/sapttech-labs.html
SARgard Ltd | RF | jobs=0 |  | employers/sargard-ltd.html
Satavia Ltd | Unresolved | jobs=0 |  | employers/satavia-ltd.html
Satellite Applications Catapult | ADJ | jobs=2 |  | employers/satellite-applications-catapult.html
SatixFy | Unresolved | jobs=0 |  | employers/satixfy.html
Satore Studio | Unresolved | jobs=0 |  | employers/satore-studio.html
Save9 Limited | Unresolved | jobs=0 |  | employers/save9-limited.html
ScaleUp Berkshire | Unresolved | jobs=0 |  | employers/scaleup-berkshire.html
ScanLAB Projects | Unresolved | jobs=0 |  | employers/scanlab-projects.html
Scarborough Borough Council | Unresolved | jobs=0 |  | employers/scarborough-borough-council.html
Sceenic | Unresolved | jobs=0 |  | employers/sceenic.html
Schneider Electric | ADJ | jobs=0 |  | employers/schneider-electric.html
Scintilla IP | Unresolved | jobs=0 |  | employers/scintilla-ip.html
Scisys | Unresolved | jobs=0 |  | employers/scisys.html
Scotland 5G Centre | Unresolved | jobs=0 |  | employers/scotland-5g-centre.html
ScotlandIS | Unresolved | jobs=0 |  | employers/scotlandis.html
Scottish and Southern Energy SSE | Unresolved | jobs=0 |  | employers/scottish-and-southern-energy-sse.html
Scottish Borders Council | Unresolved | jobs=0 |  | employers/scottish-borders-council.html
Scottish Futures Trust | Unresolved | jobs=0 |  | employers/scottish-futures-trust.html
Scottish Sea Farms | Unresolved | jobs=0 |  | employers/scottish-sea-farms.html
SCS | Unresolved | jobs=0 |  | employers/scs.html
SEA | ADJ | jobs=12 |  | employers/sea.html
Seagate | ADJ | jobs=2 |  | employers/seagate.html
Secure Sensor Innovative Design Ltd | Unresolved | jobs=0 |  | employers/secure-sensor-innovative-design-ltd.html
Sedgefox | Unresolved | jobs=0 |  | employers/sedgefox.html
Sefton MBC | Unresolved | jobs=0 |  | employers/sefton-mbc.html
Self-Employed | Unresolved | jobs=0 |  | employers/self-employed.html
Sellafield Ltd | Unresolved | jobs=0 |  | employers/sellafield-ltd.html
SellickRail Ltd | Unresolved | jobs=0 |  | employers/sellickrail-ltd.html
Selnix | Unresolved | jobs=0 |  | employers/selnix.html
Semcon | Unresolved | jobs=0 |  | employers/semcon.html
Semtech | RF | jobs=0 |  | employers/semtech.html
Sennheiser | ADJ | jobs=4 |  | employers/sennheiser.html
Sensata | ADJ | jobs=50 |  | employers/sensata.html
Sensor City | Unresolved | jobs=0 |  | employers/sensor-city.html
Sentec | Unresolved | jobs=0 |  | employers/sentec.html
Septentrio | RF | jobs=13 |  | employers/septentrio.html
Sepura | RF | jobs=0 | Resonator | employers/sepura.html
Sequans Communications | RF | jobs=9 |  | employers/sequans-communications.html
Servicios Electronet C.A. | Unresolved | jobs=0 |  | employers/servicios-electronet-c-a.html
SES | RF | jobs=0 |  | employers/ses.html
SETsquared Partnership | Unresolved | jobs=0 |  | employers/setsquared-partnership.html
Shadow Creek Consulting Ltd | Unresolved | jobs=0 |  | employers/shadow-creek-consulting-ltd.html
Shedeo | Unresolved | jobs=0 |  | employers/shedeo.html
Shefa | Unresolved | jobs=0 |  | employers/shefa.html
Sheffield City Council | Unresolved | jobs=0 |  | employers/sheffield-city-council.html
Sheffield Live Radio Station | Unresolved | jobs=0 |  | employers/sheffield-live-radio-station.html
Shenton Group | Unresolved | jobs=0 |  | employers/shenton-group.html
Shields | Unresolved | jobs=0 |  | employers/shields.html
Shropshire County Council | Unresolved | jobs=0 |  | employers/shropshire-county-council.html
Siemens | Unresolved | jobs=0 |  | employers/siemens.html
Siemens EDA (Tessent Embedded Analytics) | ADJ | jobs=3 |  | employers/siemens-eda-tessent-embedded-analytics.html
Sigma Connectivity | ADJ | jobs=7 |  | employers/sigma-connectivity.html
Sigma Systems | Unresolved | jobs=0 |  | employers/sigma-systems.html
Signal Broadcast | Unresolved | jobs=0 |  | employers/signal-broadcast.html
Signify | ADJ | jobs=5 |  | employers/signify.html
SII UK | ADJ | jobs=0 |  | employers/sii-uk.html
Silicon Catalyst UK Ltd | ADJ | jobs=0 |  | employers/silicon-catalyst-uk-ltd.html
Silver Odyssey | Unresolved | jobs=0 |  | employers/silver-odyssey.html
Silveray | ADJ | jobs=0 |  | employers/silveray.html
Silvertel Hosting | Unresolved | jobs=0 |  | employers/silvertel-hosting.html
Simms Internatioanl plc | Unresolved | jobs=0 |  | employers/simms-internatioanl-plc.html
Simnovus Tech Private Limited | RF | jobs=1 |  | employers/simnovus-tech-private-limited.html
Simoco Wireless Solutions | RF | jobs=0 | Resonator | employers/simoco-wireless-solutions.html
SingMai | RF | jobs=0 |  | employers/singmai.html
Singtel | RF | jobs=5 |  | employers/singtel.html
SIRADEL | Unresolved | jobs=0 |  | employers/siradel.html
Siroda Ltd | RF | jobs=0 |  | employers/siroda-ltd.html
SITA | RF | jobs=0 |  | employers/sita.html
Sitenna | Unresolved | jobs=0 |  | employers/sitenna.html
Sivers IMA | Unresolved | jobs=0 |  | employers/sivers-ima.html
Skills and Growth Company | Unresolved | jobs=0 |  | employers/skills-and-growth-company.html
Skills for Care | Unresolved | jobs=0 |  | employers/skills-for-care.html
Skillsoft | Unresolved | jobs=0 |  | employers/skillsoft.html
Sky | RF | jobs=32 |  | employers/sky.html
Slanted Theory | Unresolved | jobs=0 |  | employers/slanted-theory.html
Sleep-Safe | Unresolved | jobs=0 |  | employers/sleep-safe.html
Slingshot Simulations | Unresolved | jobs=0 |  | employers/slingshot-simulations.html
Slipstream Engineering Design | RF | jobs=1 |  | employers/slipstream-engineering-design.html
Slough Borough Council | Unresolved | jobs=0 |  | employers/slough-borough-council.html
Small Cell Forum | Unresolved | jobs=0 |  | employers/small-cell-forum.html
Smart Cities | Unresolved | jobs=0 |  | employers/smart-cities.html
SMART CITY Consultancy Limited | Unresolved | jobs=0 |  | employers/smart-city-consultancy-limited.html
Smart Connected Buildings Ltd | Unresolved | jobs=0 |  | employers/smart-connected-buildings-ltd.html
Smart Power Networks | Unresolved | jobs=0 |  | employers/smart-power-networks.html
Smart Power Solutions | ADJ | jobs=0 |  | employers/smart-power-solutions.html
Smart Wireless Innovation Facility (SWIFt) | Unresolved | jobs=0 |  | employers/smart-wireless-innovation-facility-swift.html
Smarter Mobile Finance Limited | Unresolved | jobs=0 |  | employers/smarter-mobile-finance-limited.html
Smartia | Unresolved | jobs=0 |  | employers/smartia.html
Smartify | Unresolved | jobs=0 |  | employers/smartify.html
SmartRural | Unresolved | jobs=0 |  | employers/smartrural.html
SMC | Unresolved | jobs=0 |  | employers/smc.html
SMMT | Unresolved | jobs=0 |  | employers/smmt.html
Smye-Rumsby | RF | jobs=0 |  | employers/smye-rumsby.html
snaptivity | Unresolved | jobs=0 |  | employers/snaptivity.html
Social Screen | Unresolved | jobs=0 |  | employers/social-screen.html
Socionext | ADJ | jobs=0 |  | employers/socionext.html
Sofant Technologies | RF | jobs=0 |  | employers/sofant-technologies.html
Softonets | Unresolved | jobs=0 |  | employers/softonets.html
Softtest247 | Unresolved | jobs=0 |  | employers/softtest247.html
Software AG | Unresolved | jobs=0 |  | employers/software-ag.html
SoilEssentials Ltd | Unresolved | jobs=0 |  | employers/soilessentials-ltd.html
Solent LEP | Unresolved | jobs=0 |  | employers/solent-lep.html
Solent University | Unresolved | jobs=0 |  | employers/solent-university.html
Solid State Supplies PLC | Unresolved | jobs=0 |  | employers/solid-state-supplies-plc.html
SOLiD Technologies | RF | jobs=0 |  | employers/solid-technologies.html
Soliton Systems | Unresolved | jobs=0 |  | employers/soliton-systems.html
Soluis | Unresolved | jobs=0 |  | employers/soluis.html
Solution IP | Unresolved | jobs=0 |  | employers/solution-ip.html
Somerset County Council | Unresolved | jobs=0 |  | employers/somerset-county-council.html
SONIC Labs | Unresolved | jobs=0 |  | employers/sonic-labs.html
Sonosphere | Unresolved | jobs=0 |  | employers/sonosphere.html
Sony Europe BV | Unresolved | jobs=0 |  | employers/sony-europe-bv.html
Sony Europe Limited | ADJ | jobs=2 |  | employers/sony-europe-limited.html
Sony UK Technology Centre Limited | ADJ | jobs=2 |  | employers/sony-uk-technology-centre-limited.html
Sookio | Unresolved | jobs=0 |  | employers/sookio.html
Sopra Steria | ADJ | jobs=0 |  | employers/sopra-steria.html
SorayaJones & Co | Unresolved | jobs=0 |  | employers/sorayajones-co.html
South Gloucestershire Council | Unresolved | jobs=0 |  | employers/south-gloucestershire-council.html
South Lakeland District Council | Unresolved | jobs=0 |  | employers/south-lakeland-district-council.html
South Oxfordshire District Council | Unresolved | jobs=0 |  | employers/south-oxfordshire-district-council.html
South Somerset District Council | Unresolved | jobs=0 |  | employers/south-somerset-district-council.html
South Tyneside Council | Unresolved | jobs=0 |  | employers/south-tyneside-council.html
Southend Council | Unresolved | jobs=0 |  | employers/southend-council.html
Southend on Sea Borough Council | Unresolved | jobs=0 |  | employers/southend-on-sea-borough-council.html
Southwark Council | Unresolved | jobs=0 |  | employers/southwark-council.html
Space Forge Limited | ADJ | jobs=0 |  | employers/space-forge-limited.html
SpanIdea Systems Ltd | Unresolved | jobs=0 |  | employers/spanidea-systems-ltd.html
Sparkler | Unresolved | jobs=0 |  | employers/sparkler.html
Sparta Digital | Unresolved | jobs=0 |  | employers/sparta-digital.html
Specialised Imaging | ADJ | jobs=0 |  | employers/specialised-imaging.html
Specialist Microwave Solutions Ltd | RF | jobs=0 |  | employers/specialist-microwave-solutions-ltd.html
Spectranomy | Unresolved | jobs=0 |  | employers/spectranomy.html
Spectrum Control | RF | jobs=5 |  | employers/spectrum-control.html
Spectrum Insight Ltd | RF | jobs=0 |  | employers/spectrum-insight-ltd.html
Spectrum Internet | Unresolved | jobs=0 |  | employers/spectrum-internet.html
Speedcast | RF | jobs=0 |  | employers/speedcast.html
SpinLaunch | ADJ | jobs=0 |  | employers/spinlaunch.html
Spire | RF | jobs=0 |  | employers/spire.html
Spirit Semiconductor | RF | jobs=0 |  | employers/spirit-semiconductor.html
Sports Video Group Europe | Unresolved | jobs=0 |  | employers/sports-video-group-europe.html
Spry Fox Networks | Unresolved | jobs=0 |  | employers/spry-fox-networks.html
SRIB | Unresolved | jobs=0 |  | employers/srib.html
SRUC: Scotland's Rural College | Unresolved | jobs=0 |  | employers/sruc-scotland-s-rural-college.html
SSCG | Unresolved | jobs=0 |  | employers/sscg.html
SSE Enterprise Telecoms | Unresolved | jobs=0 |  | employers/sse-enterprise-telecoms.html
St John's Innovation Centre (SJIC) | Unresolved | jobs=1 |  | employers/st-john-s-innovation-centre-sjic.html
St Margaret Mary's Junior School | Unresolved | jobs=0 |  | employers/st-margaret-mary-s-junior-school.html
Stacuity Ltd | RF | jobs=0 |  | employers/stacuity-ltd.html
Staffordshire Chambers of Commerce | Unresolved | jobs=0 |  | employers/staffordshire-chambers-of-commerce.html
Staffordshire County Council | Unresolved | jobs=0 |  | employers/staffordshire-county-council.html
Staffordshire University | Unresolved | jobs=0 |  | employers/staffordshire-university.html
Stagecoach East Midlands | Unresolved | jobs=0 |  | employers/stagecoach-east-midlands.html
Stannah | ADJ | jobs=0 |  | employers/stannah.html
Starware Design | ADJ | jobs=0 |  | employers/starware-design.html
StateArt | Unresolved | jobs=0 |  | employers/stateart.html
Stellar Technology | Unresolved | jobs=0 |  | employers/stellar-technology.html
Sterlite Technologies | RF | jobs=0 |  | employers/sterlite-technologies.html
